race;US;GB;FR;IT;PK;RO;IN;LT;DK;CA;BE;BR;AU;DE;CN;age;engnat;gender;hand;source;country;E1;E2;E3;E4;E5;E6;E7;E8;E9;E10;N1;N2;N3;N4;N5;N6;N7;N8;N9;N10;A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;2;2;1;2;US;5;3;5;2;3;1;5;2;4;4;1;5;1;5;5;1;2;2;5;1;4;5;1;2;4;4;2;5;4;4;4;3;4;3;4;3;3;3;4;4;4;2;4;2;4;1;5;3;4;4
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;2;2;1;1;NO;2;3;3;4;4;2;3;2;4;4;1;4;2;4;1;1;2;1;1;1;2;3;4;3;3;3;3;4;2;5;5;5;4;3;2;2;3;3;2;3;5;3;4;4;4;2;3;4;4;3
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;2;2;1;1;NO;1;4;2;2;2;3;1;3;2;5;5;2;5;1;4;4;4;4;3;5;1;4;2;5;2;5;1;3;4;3;2;2;4;3;2;3;4;2;2;2;4;3;4;1;1;2;3;3;4;3
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;2;1;1;1;FI;4;4;2;4;2;4;2;5;1;4;2;4;2;3;3;3;4;3;4;3;3;4;5;4;3;3;3;4;3;3;3;3;3;5;1;4;1;3;2;2;4;2;4;2;3;2;4;4;4;3
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;1;2;1;1;US;4;1;5;1;5;1;5;5;3;5;3;4;3;3;2;4;4;2;4;2;2;5;3;5;1;3;1;5;5;4;3;5;4;4;1;4;3;2;3;4;4;1;5;1;5;1;5;4;5;5
3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;49;2;1;1;1;BE;3;1;5;3;4;1;4;2;4;2;3;5;3;1;2;1;1;1;1;1;1;5;1;4;1;3;1;5;4;5;4;3;5;1;5;1;4;3;5;5;5;1;4;1;4;1;4;2;5;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;2;1;1;US;3;3;4;4;5;2;5;4;3;4;4;3;4;2;2;3;3;2;2;3;2;5;2;5;2;5;2;5;5;5;4;2;5;2;4;3;4;2;4;4;3;1;5;1;5;1;5;3;5;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;1;2;1;4;US;1;3;2;4;1;1;1;4;3;4;4;3;4;3;4;4;4;4;4;2;3;3;2;4;1;5;1;4;4;3;4;3;3;4;1;4;1;2;4;2;2;3;3;3;4;4;4;2;3;2
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;1;2;1;1;US;1;4;5;3;5;3;3;5;1;4;4;3;4;1;5;4;2;2;4;2;1;5;1;5;1;4;1;5;5;5;2;4;5;4;1;1;5;1;5;5;5;1;5;1;5;1;5;5;5;5
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1;2;1;1;IE;1;3;2;4;3;2;1;4;2;4;5;2;5;1;4;5;4;4;3;4;1;4;4;4;1;5;2;4;5;5;2;4;4;3;1;5;3;3;2;3;5;3;5;3;3;1;5;5;4;3
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;1;1;1;PL;1;5;1;5;2;5;1;5;1;5;2;5;2;3;2;2;2;3;1;3;1;2;1;1;1;2;5;3;1;3;4;1;4;1;2;2;5;3;4;4;4;1;3;4;3;1;5;4;2;4
6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;16;2;2;2;1;BR;2;2;3;3;3;1;2;2;2;5;3;4;4;4;1;2;2;2;2;2;1;5;2;5;3;5;1;4;3;3;3;2;3;4;2;4;5;3;4;5;4;1;4;1;4;1;4;2;5;5
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;2;1;1;1;SK;2;4;2;3;3;2;2;4;4;4;4;3;4;2;3;3;4;4;3;3;3;3;3;2;4;3;3;3;4;3;3;3;3;3;2;4;2;4;2;4;4;1;4;1;4;1;4;3;4;4
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;1;2;1;2;US;3;2;3;3;3;3;2;2;2;3;2;3;3;3;2;2;2;2;2;2;1;4;1;4;2;4;2;3;4;4;2;2;3;2;3;2;3;2;3;3;3;2;4;2;5;1;4;2;3;4
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;2;1;1;US;2;1;2;2;3;2;2;5;2;4;5;4;4;2;5;2;4;4;5;3;2;3;5;3;2;3;2;3;3;3;4;5;4;4;1;4;2;4;4;3;3;2;3;3;2;3;5;4;4;3
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;2;1;1;US;1;3;3;5;3;5;1;5;1;5;4;5;5;1;2;3;5;4;4;4;4;2;1;2;4;4;3;2;2;3;3;5;4;1;1;1;3;3;1;2;1;1;3;5;1;5;3;1;5;1
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;2;3;1;US;5;1;5;5;5;1;5;1;5;1;1;1;1;1;1;1;1;1;1;1;5;5;1;5;1;5;1;5;5;5;5;5;5;1;5;1;5;1;5;5;5;1;5;1;5;1;5;5;1;5
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;2;2;1;1;HR;4;4;1;5;2;4;1;5;4;5;5;1;5;4;4;2;4;3;5;4;2;5;2;2;4;5;2;4;2;3;5;4;2;3;1;5;5;3;4;5;4;2;5;3;4;2;5;2;5;3
5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;2;2;1;1;SA;1;4;2;2;4;4;4;5;1;5;3;5;2;3;2;2;5;4;2;3;2;3;1;2;3;3;2;3;2;4;4;1;2;4;3;3;1;3;1;4;2;4;3;3;4;2;3;3;5;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1;2;1;1;US;5;2;5;1;5;1;5;1;5;2;3;4;3;4;1;1;3;2;2;1;1;5;1;5;1;5;1;5;5;5;4;4;3;4;3;5;2;1;3;2;3;2;4;1;5;1;4;3;4;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;2;1;1;US;3;1;4;1;5;1;3;1;5;2;4;2;5;2;2;2;4;2;5;2;2;5;5;4;1;5;2;5;4;4;1;5;4;4;1;5;3;4;4;4;3;2;5;1;5;1;4;2;5;5
6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;2;1;2;US;2;3;3;4;3;3;2;4;2;4;4;3;4;3;2;3;3;3;4;3;1;4;2;4;1;4;2;4;5;4;4;2;3;3;3;3;3;2;4;3;3;2;4;2;3;2;3;2;4;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;1;1;1;1;US;2;2;2;4;4;2;1;2;4;5;4;3;5;2;1;4;2;4;4;4;2;4;2;4;2;2;2;2;4;2;4;2;4;4;1;2;4;2;4;3;5;1;5;1;4;1;4;5;5;4
3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;27;2;1;1;1;BR;4;1;4;1;4;1;4;1;5;1;4;2;3;4;4;3;4;4;4;2;4;3;3;2;4;2;4;1;4;4;4;3;4;3;3;3;3;3;2;4;5;1;5;1;5;1;4;5;4;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;1;2;1;1;US;1;4;2;5;2;4;1;5;2;4;4;3;4;1;3;2;3;2;2;4;2;4;1;4;3;2;2;4;3;3;5;1;5;1;5;1;5;1;5;5;5;2;4;2;4;2;4;4;5;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;1;2;1;2;US;3;2;3;2;4;3;2;4;2;4;4;2;4;4;2;3;2;2;3;2;1;5;1;5;1;5;1;5;5;3;4;4;4;2;4;2;4;1;4;3;3;3;4;4;2;3;4;2;3;2
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;1;1;1;IE;1;4;4;2;4;2;3;2;4;2;1;4;2;5;2;2;1;1;3;1;1;4;1;4;1;5;1;4;4;3;3;1;2;1;3;2;3;3;4;4;5;3;5;1;5;1;3;5;4;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1;2;1;2;US;4;2;5;2;4;1;4;1;4;2;2;3;2;5;2;2;1;2;1;1;2;5;1;4;1;3;1;4;3;4;4;2;5;1;4;1;3;1;3;4;5;1;5;1;5;1;5;5;4;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;1;2;1;1;US;5;1;5;1;5;1;3;4;5;1;1;1;3;4;5;5;5;4;5;1;3;3;3;2;5;1;5;2;2;5;1;4;1;4;2;5;2;1;3;5;4;4;1;4;5;5;5;4;5;5
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;2;2;1;1;NZ;2;4;3;4;3;4;2;3;2;3;5;3;5;2;2;3;4;4;4;5;2;4;2;4;2;4;2;5;4;4;3;4;3;4;3;2;3;2;3;4;4;2;4;2;3;1;3;3;4;4
6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;1;2;2;2;US;2;3;3;4;2;3;2;5;1;5;4;2;4;3;2;4;4;4;4;2;1;4;2;4;2;4;3;4;4;3;5;1;5;1;3;1;5;1;5;5;3;3;3;4;4;3;4;3;4;3
3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;1;1;1;GB;4;2;5;2;3;3;4;2;5;4;3;4;3;2;5;1;3;1;4;2;4;3;5;2;4;2;3;3;3;5;3;4;4;3;2;4;2;3;2;3;3;2;5;2;3;1;4;4;4;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;1;2;1;1;US;3;2;3;2;4;2;4;2;4;3;5;2;5;2;3;4;4;4;4;2;2;4;3;5;2;4;2;4;4;4;2;4;4;5;2;4;3;3;2;3;3;2;4;2;4;2;3;4;4;4
6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;2;1;1;US;5;3;5;4;3;2;3;5;1;1;3;5;5;2;3;1;3;2;3;1;1;3;1;5;1;5;2;5;5;5;4;4;5;2;3;1;5;3;5;5;4;1;4;2;4;1;5;4;3;4
3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;18;2;2;1;1;BR;2;1;1;4;4;1;1;3;4;5;5;1;4;4;4;4;5;5;5;4;3;2;3;3;3;3;3;2;4;3;3;5;4;3;3;3;3;2;3;4;5;1;5;2;5;2;4;5;5;5
3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;1;2;1;GB;4;1;5;2;5;1;4;3;3;2;1;4;4;3;4;1;2;1;2;2;2;5;3;5;3;3;1;4;4;4;3;2;4;4;3;2;3;2;2;3;4;2;4;2;5;1;4;4;5;4
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;1;1;1;1;US;5;1;5;1;5;1;5;4;4;1;1;5;5;5;3;1;1;1;2;1;1;5;1;5;1;4;1;5;5;5;4;3;4;2;3;1;5;1;5;5;4;2;5;1;5;1;5;4;5;5
3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;2;1;1;GB;2;2;2;4;3;2;3;4;1;3;4;2;4;2;2;3;3;3;4;4;2;3;3;3;3;3;3;2;3;2;1;4;3;4;1;4;2;4;1;3;4;2;4;3;3;1;3;3;4;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;1;2;1;1;US;5;1;4;1;5;2;5;4;4;2;5;2;4;3;4;4;5;4;4;4;1;5;1;5;1;4;1;4;4;2;1;3;3;3;4;2;5;1;4;2;5;1;3;1;4;2;4;4;5;4
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;2;2;1;1;PH;3;5;2;5;2;1;1;5;2;5;3;3;4;3;2;2;3;2;3;3;2;3;3;3;2;3;2;4;2;2;3;3;4;2;2;2;4;2;4;3;3;1;4;2;3;2;3;2;4;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;2;1;1;US;1;2;4;4;4;2;3;5;3;3;2;4;1;4;2;2;3;1;2;1;1;4;3;4;2;5;2;5;4;4;4;2;4;1;4;2;4;1;2;4;4;3;3;2;4;3;4;4;4;3
3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;19;1;2;2;1;CA;5;2;5;1;5;1;3;1;5;1;4;3;5;2;2;2;2;2;5;1;1;3;2;3;3;4;2;5;4;4;2;4;4;4;2;2;3;3;3;3;5;2;5;3;3;1;3;4;5;4
13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;26;2;1;1;1;BR;2;2;2;2;2;2;2;2;4;4;3;3;4;2;3;4;4;4;4;2;3;3;4;3;3;2;3;3;4;2;4;4;4;3;4;4;3;2;4;4;5;2;5;1;5;1;4;3;5;5
3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;24;2;2;1;1;CA;3;1;4;3;4;1;2;3;1;5;3;5;3;1;1;2;1;1;4;1;1;3;2;5;4;5;2;5;5;5;5;5;5;1;3;4;4;3;5;5;2;4;5;3;5;1;5;1;5;4
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;1;2;1;2;US;5;1;5;1;5;1;5;1;5;1;4;3;4;2;5;4;4;4;4;4;2;5;3;5;1;5;1;4;4;5;3;5;3;3;1;5;3;1;3;3;3;2;5;2;3;1;5;3;2;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1;2;1;1;US;1;2;3;4;3;1;1;4;4;3;4;2;5;1;5;2;3;1;2;2;1;5;3;5;1;5;1;4;5;5;2;4;3;5;1;5;2;4;1;1;5;1;5;1;4;1;4;1;5;5
5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;2;1;1;US;1;2;2;5;2;1;1;5;2;5;4;3;5;1;1;4;4;2;5;5;4;3;5;2;3;1;5;3;2;2;4;2;5;3;2;1;5;3;3;4;2;2;4;1;1;2;3;2;5;3
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;2;1;5;US;3;1;4;3;3;1;2;4;3;5;4;4;5;2;3;3;3;1;4;2;1;4;1;4;2;4;1;5;4;5;5;1;5;1;4;1;5;2;5;5;4;1;5;1;5;1;4;4;4;4
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;2;1;1;US;4;2;5;2;4;1;5;3;3;2;2;4;3;3;3;2;3;4;2;1;1;5;1;5;1;4;1;4;5;4;4;1;5;2;5;3;5;1;4;5;5;1;5;1;5;1;5;5;5;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1;2;1;1;US;3;2;5;2;5;2;4;3;4;2;3;4;3;3;2;1;2;2;2;3;1;5;2;5;1;4;2;5;5;4;3;5;2;4;2;4;2;2;2;2;4;2;3;2;3;3;4;3;3;4
11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;2;1;2;US;2;3;2;4;2;4;4;3;2;5;5;1;5;1;4;3;5;4;2;4;4;2;4;2;4;4;2;2;1;4;4;2;4;4;2;2;3;2;2;4;4;3;4;1;4;2;4;4;4;4
11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;2;1;1;US;3;1;4;2;4;1;4;4;4;2;2;2;5;4;4;4;3;4;4;2;1;4;1;5;2;4;2;4;5;2;4;2;4;4;5;2;4;2;4;5;4;2;4;2;5;2;4;4;4;4
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;2;1;2;US;4;1;3;2;5;1;5;2;3;4;4;4;2;3;3;3;5;5;3;4;3;2;1;3;5;2;3;4;1;3;1;4;2;1;3;5;3;3;1;3;2;3;4;3;4;1;3;3;5;5
3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;17;1;2;1;1;AU;1;1;5;4;5;1;1;4;1;2;1;5;4;2;1;3;2;1;1;2;1;5;1;5;1;5;1;5;5;5;2;4;5;1;2;4;2;2;1;5;5;1;5;1;5;1;5;4;5;1
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;1;2;1;1;US;3;1;5;1;5;2;5;2;4;2;3;4;2;1;1;3;2;2;2;3;3;5;3;4;1;4;2;4;4;4;2;2;2;2;2;2;2;3;3;2;4;1;4;3;4;2;4;4;2;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;2;1;5;US;1;3;4;2;4;2;2;3;2;4;4;4;4;1;1;2;3;2;2;4;1;4;2;4;1;4;2;3;4;4;2;3;3;2;5;2;4;2;4;4;5;2;5;2;3;1;4;5;5;4
9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;2;2;1;1;JP;2;1;3;3;4;2;4;2;4;4;4;2;2;5;4;4;2;2;2;1;2;4;1;5;2;3;2;3;4;4;2;2;2;2;2;5;1;2;4;5;4;3;3;1;3;2;4;4;2;3
3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;21;1;2;1;1;CA;4;1;4;2;4;1;5;2;5;2;4;3;4;2;3;4;4;4;4;3;2;4;2;4;1;5;1;4;4;4;3;4;2;3;2;4;3;3;2;3;4;3;3;4;3;3;3;3;2;2
3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;21;1;2;1;2;CA;3;2;4;2;5;2;4;4;2;2;3;4;4;3;2;4;2;2;3;2;2;5;1;4;1;3;1;4;5;4;5;3;4;2;4;3;5;2;4;5;5;2;3;1;4;2;5;4;4;4
4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;23;2;1;1;1;IN;2;4;4;4;3;4;1;2;4;4;3;4;4;4;2;2;2;2;1;2;4;5;1;3;2;5;2;5;4;4;4;5;2;2;2;4;4;1;4;2;2;2;2;1;4;2;4;1;4;4
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;2;1;1;US;1;2;1;5;3;5;1;5;1;5;5;3;5;1;5;5;4;3;5;5;4;2;4;4;5;3;5;3;5;5;4;1;5;4;5;1;4;1;4;4;4;5;5;5;4;1;4;5;5;5
1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;39;1;1;1;1;CA;2;4;2;4;4;2;4;5;3;3;2;3;4;1;4;2;3;2;3;4;2;4;1;4;2;4;2;2;3;4;3;2;2;2;2;2;4;1;3;2;4;1;4;1;4;1;4;1;5;4
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;1;2;1;2;US;1;4;2;4;2;2;1;5;1;5;4;3;4;2;3;3;3;3;1;4;1;5;1;4;2;5;1;5;3;2;4;5;5;4;4;5;3;1;3;4;5;1;3;3;5;1;5;5;4;4
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;1;2;2;5;US;3;1;5;1;5;1;5;2;4;1;3;4;3;4;2;3;2;2;4;1;1;5;2;5;1;5;1;5;4;4;3;5;3;1;1;4;2;3;1;2;4;1;3;2;3;2;4;3;5;3
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;1;1;1;US;3;2;5;2;5;1;5;2;5;1;2;3;4;2;1;1;1;1;1;2;1;5;1;5;1;4;1;5;5;5;3;3;5;1;3;4;4;1;4;5;5;1;5;1;5;1;4;5;5;5
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;1;2;1;1;US;2;4;2;5;3;3;3;3;3;3;5;2;5;1;4;4;4;4;5;4;2;3;3;4;3;3;3;3;3;3;3;5;4;5;3;3;5;2;5;3;3;3;5;3;3;3;3;3;3;4
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;2;2;1;2;ID;2;1;3;4;2;2;3;2;2;2;3;3;3;3;4;2;4;4;3;2;2;4;2;4;2;5;2;5;4;4;5;2;4;2;4;3;4;2;5;3;4;3;5;3;4;1;4;1;4;4
9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;2;2;1;1;PH;2;2;5;1;4;2;4;1;4;1;4;2;5;4;1;4;2;2;4;1;1;5;1;5;1;5;1;1;5;5;5;4;4;1;4;1;5;2;5;4;4;1;5;1;5;1;5;4;5;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1;2;1;1;US;1;5;3;5;1;5;1;5;1;5;5;3;5;2;3;5;4;2;3;2;1;2;1;5;2;5;3;5;4;3;1;5;4;5;2;5;3;3;1;2;3;3;5;1;4;1;3;1;5;4
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;2;1;1;US;4;2;5;2;5;2;5;3;5;3;4;5;4;2;4;4;4;3;3;3;1;5;3;4;3;4;1;5;5;5;3;3;4;3;4;3;3;3;4;3;5;1;4;1;5;1;5;5;4;5
3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;1;1;1;5;AU;4;1;5;2;5;1;2;2;4;4;3;4;2;2;2;1;3;2;3;4;1;4;4;5;2;4;1;4;5;5;2;5;2;4;1;4;2;2;1;2;5;1;5;3;3;1;4;5;5;5
1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;33;2;2;1;1;IN;2;4;4;4;4;2;4;4;2;4;1;4;2;4;2;2;2;2;2;2;5;4;1;5;2;4;2;4;4;5;4;2;4;1;4;2;4;2;4;4;4;1;2;1;4;2;4;3;4;4
13;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;17;1;2;1;1;AU;4;2;3;3;4;3;3;4;3;4;4;4;4;2;5;2;5;4;3;4;1;5;1;4;1;4;2;4;4;4;2;5;5;4;1;5;1;3;2;3;3;4;5;1;3;2;2;4;5;4
11;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;17;1;0;1;1;CA;1;3;3;3;2;3;1;4;3;4;3;3;4;2;2;3;3;2;4;2;1;4;4;3;2;3;2;3;3;3;3;3;4;2;1;4;4;3;4;4;4;2;5;1;4;1;4;4;3;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;2;1;5;US;2;2;4;3;4;2;2;4;2;2;5;2;5;1;4;5;5;4;5;4;1;5;3;5;1;5;1;5;4;4;4;4;4;3;3;3;4;2;4;4;3;2;4;1;3;2;4;3;5;4
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;2;1;1;US;1;5;3;5;1;5;1;1;1;5;1;5;1;5;1;1;1;1;1;1;4;4;1;3;4;4;2;4;2;4;1;4;2;1;2;2;3;2;1;2;4;3;5;3;4;1;3;2;4;4
3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;25;1;1;1;2;CA;5;1;4;3;5;1;4;4;4;3;1;5;3;5;2;2;2;1;2;2;1;5;1;5;1;5;1;5;5;5;4;5;4;4;4;3;4;1;5;4;4;1;5;2;5;1;5;4;4;5
3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;18;1;2;1;1;AU;1;3;1;5;1;3;1;1;1;5;5;3;5;1;1;3;4;3;5;4;2;2;5;2;1;1;3;2;1;3;4;1;4;3;2;1;4;3;3;3;4;2;5;3;3;1;3;4;3;5
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;2;1;1;1;US;1;4;3;4;3;3;3;3;2;5;3;5;5;1;5;4;3;3;4;5;1;5;2;4;3;4;3;5;4;5;3;5;4;4;2;3;3;3;3;3;3;2;4;1;4;2;5;2;5;4
3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;24;1;2;1;1;CA;3;4;2;2;1;3;4;3;2;5;3;3;4;1;1;3;5;4;5;4;2;4;4;4;3;3;4;3;5;3;2;4;4;3;1;4;1;3;3;3;3;2;3;1;3;3;3;5;5;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;1;1;3;1;US;5;1;5;3;5;1;4;1;5;1;1;5;5;5;1;1;1;1;1;1;1;5;1;4;1;5;1;4;5;5;5;1;5;1;5;1;5;1;1;5;5;1;5;1;5;1;5;5;5;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;2;3;1;US;2;5;3;5;3;2;1;4;4;4;1;4;2;5;1;1;2;1;1;2;5;3;3;2;3;2;4;4;3;5;5;2;4;1;4;2;4;1;4;3;4;2;4;2;4;2;3;3;4;4
11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;1;1;1;2;US;2;4;3;5;4;4;3;4;3;5;2;4;4;2;2;2;2;1;3;3;1;4;4;5;3;3;3;3;4;3;3;3;4;2;4;2;3;4;4;4;5;1;4;1;3;2;4;3;5;4
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;2;2;1;2;US;2;2;2;4;5;1;1;5;2;5;5;1;5;2;5;5;4;5;5;3;1;3;2;4;1;5;2;4;4;3;3;1;2;3;1;4;5;5;1;1;4;3;5;2;5;1;1;1;5;5
4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;21;2;1;1;1;IN;4;2;4;4;2;2;3;2;5;5;3;3;4;4;3;2;4;4;3;1;4;4;1;4;2;5;2;4;5;2;3;2;4;2;4;3;4;1;3;4;4;2;4;1;5;1;5;3;4;4
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;1;1;1;3;US;3;3;4;3;4;2;2;4;3;4;4;4;4;2;3;3;3;3;3;2;1;4;2;4;3;3;3;4;3;4;4;2;4;3;3;2;4;2;3;4;5;1;5;4;4;1;4;4;4;4
11;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;21;2;1;1;1;IN;1;2;2;2;3;4;2;4;4;5;2;4;3;3;2;4;4;4;2;3;3;4;2;4;2;4;3;3;3;3;2;4;4;4;2;4;1;3;2;2;1;2;4;1;4;2;4;1;4;5
4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;26;2;2;1;1;IN;3;2;5;3;4;4;2;2;5;2;3;3;2;4;3;3;3;3;3;2;2;2;1;4;3;4;2;4;4;5;3;2;4;2;4;2;1;1;4;3;4;1;5;1;4;1;5;3;3;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;1;1;1;US;3;2;3;2;5;1;3;2;5;3;4;5;5;5;2;2;5;3;4;1;4;3;5;1;4;4;4;2;2;2;4;5;2;1;1;5;2;4;1;5;5;1;5;1;5;1;5;5;4;5
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;1;1;1;US;1;4;3;5;3;5;1;4;3;5;5;3;5;1;5;5;5;5;5;5;5;3;4;2;4;3;5;3;2;3;4;2;4;3;1;3;4;5;3;3;3;3;5;3;3;1;4;3;5;4
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;2;1;1;1;SE;4;3;5;1;5;1;5;1;5;1;1;5;1;5;4;1;3;1;4;1;2;5;1;5;3;4;1;4;5;5;5;5;5;2;1;5;4;3;1;4;4;1;5;1;5;1;5;4;5;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;1;1;1;1;US;3;5;2;5;4;4;3;5;1;5;5;2;5;1;4;4;4;4;5;5;2;4;4;4;2;5;2;3;4;4;2;4;4;3;2;3;4;2;3;5;4;2;4;3;5;2;5;4;5;4
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;1;1;1;US;2;4;2;4;3;2;2;4;3;4;5;2;5;1;4;4;5;5;5;5;2;4;4;4;2;4;2;4;4;1;2;4;4;4;2;3;4;4;3;4;5;1;5;1;5;1;5;5;4;5
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;2;1;5;US;5;2;5;1;5;2;5;5;3;2;3;3;3;3;3;3;3;3;3;2;4;4;2;3;1;3;1;4;3;3;3;2;3;1;5;2;4;2;2;2;3;2;3;2;3;2;5;2;4;3
11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;19;1;2;1;1;AU;3;2;4;3;3;4;2;4;2;4;1;4;2;5;3;3;3;2;3;2;2;4;2;4;2;4;3;2;3;3;3;4;4;1;2;4;4;3;2;4;4;1;2;2;3;4;4;3;4;3
